sgrna	symbol	pool	p.high	prob	chosen
brunello_RASGEF1B_2	RASGEF1B	list	-1.57400433937	1	1
brunello_ANKEF1_2	ANKEF1	list	-1.57396524131	1	1
brunello_CARD16_2	CARD16	list	-1.5726311659	1	1
HGLibA_37845	MN1	list	-1.57231857869	1	1
brunello_HERC5_3	HERC5	list	-1.57142098522	1	1
HGLibA_20091	GIMAP8	list	-1.57116372177	1	1
brunello_ALDOB_1	ALDOB	list	-1.57031535537	1	1
HGLibA_43511	PARP14	list	-1.5701754707	1	1
brunello_TNF_3	TNF	list	-1.56977348909	1	1
HGLibA_42950	OSBPL6	list	-1.56964099357	1	1
FHCRC_O_E_P_4	DCDC5	list	-1.56873973181	1	1
HGLibB_17555	FKBP5	list	-1.56852825682	1	1
brunello_HIST1H3E_4	HIST1H3E	list	-1.56810648011	1	1
brunello_BLMH_2	BLMH	list	-1.56737775698	1	1
brunello_RBMS2_3	RBMS2	list	-1.5670703176	1	1
HGLibB_36633	PIM3	list	-1.56697746626	1	1
brunello_USP25_2	USP25	list	-1.56597903172	1	1
brunello_SP140_2	SP140	list	-1.56517325556	1	1
brunello_TCHH_1	TCHH	list	-1.56468173213	1	1
HGLibA_18190	FCGR2A	list	-1.56394860127	1	1
brunello_ADAR_3	ADAR	list	-1.5626456265	1	1
HGLibA_04213	BBS12	list	-1.5615645173	1	1
HGLibA_34804	LILRB4	list	-1.56129197104	1	1
brunello_SOCS1_4	SOCS1	list	-1.56091662086	1	1
HGLibA_60964	UBE2Z	list	-1.56032431203	1	1
brunello_SEC62_2	SEC62	list	-1.56015818012	1	1
HGLibA_04430	BET1	list	-1.55953727783	1	1
HGLibA_40243	NIPAL1	list	-1.55916519289	1	1
HGLibA_17621	FAM47E-STBD1	list	-1.55911603351	1	1
HGLibA_05617	C18orf54	list	-1.55862360719	1	1
brunello_GALNT2_2	GALNT2	list	-1.55796846055	1	1
brunello_MET_2	MET	list	-1.55776020184	1	1
brunello_FRMD3_3	FRMD3	list	-1.55752375936	1	1
HGLibA_55045	SPON1	list	-1.55718716567	1	1
HGLibA_50587	RSAD2	list	-1.55660192339	1	1
brunello_AGXT_3	AGXT	list	-1.55556452381	1	1
brunello_G3BP1_3	G3BP1	list	-1.55382261878	1	1
HGLibB_46801	SPSB1	list	-1.55225129764	1	1
brunello_PRICKLE1_2	PRICKLE1	list	-1.5514010327	1	1
brunello_P2RX7_3	P2RX7	list	-1.55059348796	1	1
HGLibA_13301	DKK3	list	-1.55008629055	1	1
brunello_RHOB_3	RHOB	list	-1.54999732579	1	1
HGLibB_20396	GSG2	list	-1.54939118631	1	1
HGLibA_32705	KCTD11	list	-1.54933222514	1	1
HGLibB_39945	RABAC1	list	-1.54894095689	1	1
HGLibB_37047	PLEKHF1	list	-1.54824801815	1	1
HGLibA_43261	PADI2	list	-1.54755779309	1	1
HGLibB_00475	ACOT13	list	-1.54691329823	1	1
brunello_COL4A2_2	COL4A2	list	-1.54663156406	1	1
HGLibB_54582	YBX3	list	-1.5458695138	1	1
brunello_ZNF610_2	ZNF610	list	-1.54510686001	1	1
HGLibA_46302	PPP1R10	list	-1.54487965133	1	1
HGLibA_16066	EML4	list	-1.54484876923	1	1
HGLibA_07006	CALCRL	list	-1.54459608717	1	1
brunello_MAB21L2_4	MAB21L2	list	-1.54451951248	1	1
brunello_GREM1_1	GREM1	list	-1.54392825644	1	1
brunello_MYD88_4	MYD88	list	-1.54307766273	1	1
brunello_CDKN1C_2	CDKN1C	list	-1.54123664035	1	1
HGLibA_60422	TTC39B	list	-1.5401457073	1	1
brunello_TYRO3_1	TYRO3	list	-1.53966663655	1	1
brunello_PDE4B_3	PDE4B	list	-1.53924912024	1	1
brunello_HPSE_2	HPSE	list	-1.53856486943	1	1
HGLibA_00996	ADM2	list	-1.53820897965	1	1
brunello_RTN2_4	RTN2	list	-1.53746933746	1	1
HGLibB_31807	NFXL1	list	-1.53734550602	1	1
HGLibA_05173	C11orf68	list	-1.53687501388	1	1
HGLibA_17328	FAM184A	list	-1.53621660287	1	1
HGLibA_33479	KLHL34	list	-1.53560887153	1	1
moffat_C7orf63_4	C7orf63	list	-1.53552431506	1	1
HGLibA_43459	PAQR8	list	-1.5346607516	1	1
HGLibA_59319	TOR3A	list	-1.53460092014	1	1
HGLibA_12234	CYTH1	list	-1.53382901631	1	1
HGLibA_51285	SCN5A	list	-1.53376907079	1	1
brunello_PCDH17_1	PCDH17	list	-1.53362493937	1	1
HGLibB_01010	ADORA2A	list	-1.5334337167	1	1
HGLibA_59021	TNFRSF10A	list	-1.53292122811	1	1
HGLibA_52103	SGIP1	list	-1.53261976798	1	1
HGLibA_38673	MTHFD2L	list	-1.53254839342	1	1
brunello_ELOVL7_3	ELOVL7	list	-1.53253414015	1	1
HGLibB_05911	C1QB	list	-1.53211898649	1	1
brunello_TJP1_3	TJP1	list	-1.53206341433	1	1
brunello_TMEM171_3	TMEM171	list	-1.53204701648	1	1
HGLibA_53239	SLC35A2	list	-1.5318213153	1	1
HGLibA_45211	PLA2G7	list	-1.53178732183	1	1
brunello_SRXN1_3	SRXN1	list	-1.53172290744	1	1
brunello_TRAFD1_2	TRAFD1	list	-1.5315478883	1	1
brunello_ZNF616_3	ZNF616	list	-1.53129369023	1	1
brunello_PNPT1_4	PNPT1	list	-1.53127563212	1	1
HGLibA_06894	CACNA1G	list	-1.5302228242	1	1
brunello_DPYS_4	DPYS	list	-1.52996148977	1	1
brunello_DSE_2	DSE	list	-1.52891636395	1	1
HGLibA_48189	RAB39A	list	-1.52871256143	1	1
brunello_SPAG6_3	SPAG6	list	-1.52839469675	1	1
HGLibB_43047	SDC2	list	-1.52815360133	1	1
HGLibA_19267	FZD2	list	-1.52753895049	1	1
HGLibA_12350	DAXX	list	-1.5260663549	1	1
brunello_DNAJB5_1	DNAJB5	list	-1.52546192835	1	1
brunello_GTPBP2_3	GTPBP2	list	-1.52461982982	1	1
HGLibA_45599	PML	list	-1.52403971614	1	1
brunello_LIG4_4	LIG4	list	-1.52377550253	1	1
HGLibA_51644	SEMA4G	list	-1.52362238494	1	1
brunello_ACOT9_4	ACOT9	list	-1.52360477702	1	1
brunello_FAM71A_2	FAM71A	list	-1.5230758087	1	1
HGLibA_59135	TNK2	list	-1.52285910453	1	1
brunello_IFIH1_4	IFIH1	list	-1.52264378493	1	1
HGLibA_22364	HIST1H1C	list	-1.52214537903	1	1
HGLibB_04578	BLZF1	list	-1.52176163043	1	1
HGLibA_57541	TGM1	list	-1.52103162219	1	1
brunello_CCL23_4	CCL23	list	-1.52059788151	1	1
HGLibB_21338	HIST1H1D	list	-1.52027086752	1	1
brunello_KIAA0825_3	KIAA0825	list	-1.52014981263	1	1
HGLibA_62980	YJEFN3	list	-1.5200733971	1	1
HGLibB_13900	DPYS	list	-1.51994914025	1	1
brunello_MT1F_3	MT1F	list	-1.51958457346	1	1
HGLibA_38892	MX1	list	-1.5183344591	1	1
brunello_TCN2_2	TCN2	list	-1.51830425221	1	1
moffat_TTC40_5	TTC40	list	-1.51820891992	1	1
HGLibA_12627	DDO	list	-1.51794555476	1	1
HGLibA_64490ZNF547	ZNF547	list	-1.51729726452	1	1
brunello_DDX24_3	DDX24	list	-1.51696244875	1	1
brunello_AMPH_1	AMPH	list	-1.51629386644	1	1
brunello_SLC6A9_4	SLC6A9	list	-1.51620091477	1	1
brunello_ASPA_4	ASPA	list	-1.51565027442	1	1
HGLibB_55679	ZNF285	list	-1.51549749525	1	1
HGLibA_55879	STRIP2	list	-1.5146673065	1	1
brunello_TRIM21_3	TRIM21	list	-1.51460970187	1	1
brunello_TMEM184A_1	TMEM184A	list	-1.51403513103	1	1
brunello_LAD1_3	LAD1	list	-1.51354418408	1	1
brunello_C6orf62_4	C6orf62	list	-1.51349118051	1	1
HGLibB_52798	UGDH	list	-1.51342316057	1	1
HGLibA_39374	NAMPT	list	-1.5128654522	1	1
brunello_CCDC9_2	CCDC9	list	-1.51237794442	1	1
HGLibB_32778	NT5DC2	list	-1.51168203548	1	1
HGLibB_14126	DUSP16	list	-1.51111149177	1	1
HGLibB_14263	DYSF	list	-1.5102904299	1	1
brunello_LGALS9C_1	LGALS9C	list	-1.51015271087	1	1
HGLibA_03426	ATCAY	list	-1.50995933961	1	1
HGLibA_12379	DBF4B	list	-1.50914285599	1	1
HGLibA_20900	GPR137B	list	-1.5084661062	1	1
brunello_CALD1_4	CALD1	list	-1.50828398993	1	1
brunello_SLC6A9_1	SLC6A9	list	-1.50737371678	1	1
HGLibB_29111	MGAT5B	list	-1.50679135449	1	1
brunello_ZNF419_4	ZNF419	list	-1.50659675647	1	1
brunello_DUSP19_4	DUSP19	list	-1.50443417371	1	1
HGLibA_22524	HIST2H2AA4	list	-1.50404057907	1	1
HGLibA_16494	ERLIN1	list	-1.50362277157	1	1
HGLibB_01955	ANKFY1	list	-1.50338745367	1	1
HGLibA_59981	TRMT5	list	-1.50313445283	1	1
brunello_FAM46B_3	FAM46B	list	-1.50196504743	1	1
brunello_SLC24A3_4	SLC24A3	list	-1.50168243531	1	1
HGLibB_10185	CMKLR1	list	-1.50144083315	1	1
HGLibA_36117	MACC1	list	-1.50081411681	1	1
HGLibA_08630	CDH1	list	-1.50003551432	1	1
brunello_C9orf64_1	C9orf64	list	-1.49964056289	1	1
brunello_FAM184A_4	FAM184A	list	-1.49824545645	1	1
HGLibA_52489	SIRPA	list	-1.49817638876	1	1
HGLibB_28160	MAP3K8	list	-1.49751251272	1	1
HGLibB_50579	TMPRSS3	list	-1.49732165059	1	1
brunello_LPAR6_2	LPAR6	list	-1.49728483982	1	1
HGLibB_41356	RNASE4	list	-1.49645857692	1	1
HGLibB_42629	SAMD4A	list	-1.49629733546	1	1
HGLibA_54490	SOS1	list	-1.49556933858	1	1
HGLibA_57828	TIMP3	list	-1.49505703212	1	1
brunello_SIX4_3	SIX4	list	-1.49438455358	1	1
HGLibA_36733	MAVS	list	-1.49428666862	1	1
HGLibA_57912	TLK2	list	-1.49388592008	1	1
HGLibA_04179	BATF3	list	-1.49285537068	1	1
sgKIAA0040_5	KIAA0040	list	-1.49265622205	1	1
brunello_SLFN12_4	SLFN12	list	-1.49255286845	1	1
brunello_CYP26A1_2	CYP26A1	list	-1.4913846507	1	1
HGLibA_64513	NonTargetingControlGuideForHuman_0130	list	-1.4906967012	1	1
HGLibA_11901	CXorf21	list	-1.48988782382	1	1
HGLibA_08178	CCRL2	list	-1.4893918232	1	1
brunello_ABL2_2	ABL2	list	-1.48840898063	1	1
HGLibA_00804	ADAMTS14	list	-1.48795860173	1	1
HGLibA_08748	CDK18	list	-1.48788854386	1	1
brunello_CXCL3_2	CXCL3	list	-1.48754894978	1	1
brunello_DZIP1L_4	DZIP1L	list	-1.48753800935	1	1
brunello_HERC6_3	HERC6	list	-1.48719761482	1	1
brunello_CYP2J2_3	CYP2J2	list	-1.48709867178	1	1
HGLibA_06377	C5orf34	list	-1.48694247579	1	1
brunello_MSC_2	MSC	list	-1.48681971561	1	1
brunello_CSF2RA_3	CSF2RA	list	-1.48541142169	1	1
brunello_ZNF148_3	ZNF148	list	-1.48494852316	1	1
HGLibA_60938	UBE2QL1	list	-1.48414164794	1	1
brunello_CD9_4	CD9	list	-1.4840853112	1	1
brunello_CCL8_1	CCL8	list	-1.48405495416	1	1
brunello_SELL_2	SELL	list	-1.48309727697	1	1
brunello_NFE2L3_2	NFE2L3	list	-1.48292119325	1	1
HGLibA_11727	CTSS	list	-1.48282616047	1	1
brunello_MTF1_4	MTF1	list	-1.48275545512	1	1
HGLibA_05078	C10orf55	list	-1.48219048214	1	1
HGLibA_60012	TRPA1	list	-1.48211516555	1	1
HGLibB_01907	ANGPTL1	list	-1.48176251561	1	1
brunello_NPM3_2	NPM3	list	-1.48126214761	1	1
brunello_TMEM217_3	TMEM217	list	-1.47921328146	1	1
HGLibA_20144	GJA4	list	-1.47894671752	1	1
brunello_ODF3B_2	ODF3B	list	-1.47894559666	1	1
brunello_COA5_1	COA5	list	-1.47818387272	1	1
brunello_TTC39B_4	TTC39B	list	-1.47809335484	1	1
HGLibA_31263	IL13RA1	list	-1.47809036455	1	1
brunello_IL1R2_2	IL1R2	list	-1.47795238599	1	1
brunello_SRBD1_1	SRBD1	list	-1.47725564739	1	1
HGLibA_10452	COA5	list	-1.47678160354	1	1
brunello_HEXDC_2	HEXDC	list	-1.47434303408	1	1
HGLibA_37830	MMP9	list	-1.47420303897	1	1
brunello_ZNF543_4	ZNF543	list	-1.47303223064	1	1
brunello_ZBTB43_3	ZBTB43	list	-1.47264054942	1	1
brunello_AGT_1	AGT	list	-1.47252449683	1	1
brunello_PLEKHH1_2	PLEKHH1	list	-1.47228195014	1	1
brunello_SERPINB7_2	SERPINB7	list	-1.47204743859	1	1
brunello_FAM19A3_1	FAM19A3	list	-1.47083593676	1	1
brunello_UBD_3	UBD	list	-1.46982147457	1	1
brunello_GPR35_3	GPR35	list	-1.46966543996	1	1
brunello_LIG4_3	LIG4	list	-1.46957576767	1	1
HGLibA_44635	PHF15	list	-1.46951649025	1	1
brunello_RGS20_4	RGS20	list	-1.46932765753	1	1
HGLibA_57984	TM4SF19	list	-1.46718631402	1	1
brunello_CRY1_4	CRY1	list	-1.46689375677	1	1
brunello_CHORDC1_1	CHORDC1	list	-1.46675672135	1	1
HGLibA_48649	RASL10B	list	-1.46672282308	1	1
HGLibA_02519	APOE	list	-1.46589912507	1	1
HGLibA_20098	GIN1	list	-1.46562401566	1	1
brunello_CLDN23_4	CLDN23	list	-1.46515033249	1	1
HGLibA_19741	GBP5	list	-1.46504058182	1	1
HGLibA_20097	GIN1	list	-1.46499759591	1	1
brunello_FLT1_2	FLT1	list	-1.46469326351	1	1
HGLibA_01556	ALDH1L2	list	-1.46424305442	1	1
brunello_MOXD1_3	MOXD1	list	-1.46391130023	1	1
HGLibB_06408	C5orf58	list	-1.46361352113	1	1
brunello_GCA_4	GCA	list	-1.46355864957	1	1
brunello_SLFN5_1	SLFN5	list	-1.463517581	1	1
brunello_TIMD4_1	TIMD4	list	-1.4634279569	1	1
HGLibA_36887	MCL1	list	-1.4630566633	1	1
HGLibA_09915	CLDND1	list	-1.4626917804	1	1
HGLibB_54279	WNT10A	list	-1.46242670809	1	1
HGLibA_46260	PPM1E	list	-1.46211719739	1	1
HGLibA_20835	GPNMB	list	-1.46209017781	1	1
brunello_RSPH9_1	RSPH9	list	-1.46202046626	1	1
HGLibA_64501	NonTargetingControlGuideForHuman_0118	list	-1.46201361516	1	1
brunello_HEY2_4	HEY2	list	-1.46174440563	1	1
HGLibA_18578	FKBP5	list	-1.46138143369	1	1
HGLibB_07001	CALCRL	list	-1.46012610448	1	1
HGLibA_46746	PRG4	list	-1.45987570639	1	1
HGLibB_08831	CDKN2B	list	-1.4592024757	1	1
brunello_FMNL2_3	FMNL2	list	-1.45916563299	1	1
HGLibA_31481	IL7R	list	-1.45856868849	1	1
HGLibA_05893	C1orf74	list	-1.45813087011	1	1
brunello_KCNJ11_1	KCNJ11	list	-1.45672693253	1	1
HGLibA_30473	HSD17B14	list	-1.45579764815	1	1
brunello_P2RX4_4	P2RX4	list	-1.45559835365	1	1
brunello_NOS2_4	NOS2	list	-1.45539188452	1	1
brunello_GEMIN5_2	GEMIN5	list	-1.45477333448	1	1
HGLibA_16797	EXOSC9	list	-1.45473854298	1	1
brunello_APOBEC1_4	APOBEC1	list	-1.45452778955	1	1
brunello_GEN1_2	GEN1	list	-1.45430297608	1	1
HGLibA_32405	KBTBD8	list	-1.45344854821	1	1
HGLibB_21337	HIST1H1D	list	-1.45340969335	1	1
HGLibA_40085	NFE2L3	list	-1.45333753472	1	1
HGLibA_18970	FPR3	list	-1.45279119552	1	1
brunello_IGIP_1	IGIP	list	-1.45272221554	1	1
brunello_LRRC32_1	LRRC32	list	-1.45217732584	1	1
brunello_APOL1_1	APOL1	list	-1.45197326753	1	1
HGLibB_35268	PAX8	list	-1.45193178878	1	1
HGLibB_36447	PI4K2B	list	-1.4512752862	1	1
HGLibB_39960	RABGAP1L	list	-1.451227663	1	1
HGLibA_15928	ELL3	list	-1.45022269406	1	1
moffat_KIAA1199_3	KIAA1199	list	-1.45021249824	1	1
brunello_CDCA4_2	CDCA4	list	-1.45000470254	1	1
brunello_GALM_3	GALM	list	-1.44899948089	1	1
brunello_RTP4_2	RTP4	list	-1.44825233539	1	1
HGLibA_05880	C1orf61	list	-1.4479976053	1	1
HGLibA_47374	PSMA6	list	-1.44765538091	1	1
brunello_RDH16_3	RDH16	list	-1.44631424115	1	1
brunello_UBE2L6_3	UBE2L6	list	-1.44484151359	1	1
moffat_SMTNL1_4	SMTNL1	list	-1.44479613374	1	1
brunello_FRMD3_4	FRMD3	list	-1.44419177395	1	1
HGLibA_04208	BBS10	list	-1.44390113264	1	1
brunello_ARG2_4	ARG2	list	-1.44345918237	1	1
HGLibA_00339	ABTB2	list	-1.44324715831	1	1
HGLibA_43660	PCBP3	list	-1.44273414548	1	1
brunello_KLF10_1	KLF10	list	-1.44228601562	1	1
HGLibA_64567	NonTargetingControlGuideForHuman_0184	list	-1.44171552715	1	1
HGLibA_32643	KCNN1	list	-1.44139562395	1	1
brunello_FICD_2	FICD	list	-1.44127723656	1	1
HGLibB_49615	TLX2	list	-1.44102981976	1	1
brunello_KLHL41_1	KLHL41	list	-1.44033181861	1	1
brunello_TLN2_3	TLN2	list	-1.4401775646	1	1
HGLibA_36479	MAP3K5	list	-1.43979900438	1	1
brunello_ADAP2_1	ADAP2	list	-1.43949925528	1	1
HGLibB_31774	NFKB2	list	-1.43939727473	1	1
HGLibA_45187	PLA2G4A	list	-1.43776830816	1	1
HGLibA_00836	ADAMTS6	list	-1.43744012857	1	1
brunello_STARD4_4	STARD4	list	-1.43735738365	1	1
brunello_ZFYVE27_4	ZFYVE27	list	-1.43693152482	1	1
HGLibA_36477	MAP3K5	list	-1.43668777944	1	1
HGLibA_19730	GBP2	list	-1.43657202466	1	1
brunello_GADD45G_3	GADD45G	list	-1.43617694522	1	1
HGLibA_19810	GCNT1	list	-1.43582283096	1	1
HGLibB_23164	IL8	list	-1.43581794669	1	1
brunello_LIPG_3	LIPG	list	-1.43554382241	1	1
brunello_TREX1_1	TREX1	list	-1.43542122794	1	1
HGLibA_18664	FLT1	list	-1.43478985343	1	1
HGLibA_05042	C10orf12	list	-1.43330198414	1	1
HGLibA_21222	GRASP	list	-1.43148899696	1	1
HGLibA_43155	P2RY1	list	-1.43109553553	1	1
brunello_DUSP2_4	DUSP2	list	-1.4307633393	1	1
HGLibA_59068	TNFRSF25	list	-1.43031657115	1	1
brunello_FICD_4	FICD	list	-1.43029016801	1	1
HGLibA_65228	ZNRF2	list	-1.42857251836	1	1
HGLibB_00121	ABCA7	list	-1.42753990115	1	1
brunello_IL6ST_2	IL6ST	list	-1.42669873473	1	1
HGLibB_16112	FAM135B	list	-1.42667905515	1	1
HGLibA_10305	CNN1	list	-1.42656848913	1	1
HGLibA_44290	PEA15	list	-1.42579364186	1	1
HGLibA_13204	DHX58	list	-1.42477393113	1	1
HGLibA_05654	C19orf38	list	-1.42449707054	1	1
brunello_ATP1B1_3	ATP1B1	list	-1.42443371734	1	1
brunello_VEGFA_3	VEGFA	list	-1.42417026957	1	1
HGLibA_04582	BLZF1	list	-1.42412868783	1	1
brunello_KBTBD8_1	KBTBD8	list	-1.4230737003	1	1
brunello_DUSP19_1	DUSP19	list	-1.42253333737	1	1
brunello_RIF1_4	RIF1	list	-1.42189121975	1	1
brunello_TAPBP_4	TAPBP	list	-1.42148933142	1	1
HGLibB_02300	AP1S3	list	-1.42068562634	1	1
moffat_GPR126_3	GPR126	list	-1.41992629013	1	1
HGLibA_08838	CDKN2B	list	-1.41923255736	1	1
HGLibA_08259	CD180	list	-1.41914390363	1	1
brunello_SYN1_4	SYN1	list	-1.41852942942	1	1
brunello_CEBPB_2	CEBPB	list	-1.41700576105	1	1
brunello_TNFAIP3_1	TNFAIP3	list	-1.41492472819	1	1
brunello_NFS1_4	NFS1	list	-1.41431135669	1	1
brunello_COL27A1_2	COL27A1	list	-1.41404524889	1	1
HGLibA_59762	TRIM36	list	-1.41391873388	1	1
HGLibA_32536	KCNJ10	list	-1.41261914312	1	1
brunello_UPB1_2	UPB1	list	-1.41249657904	1	1
brunello_FAM8A1_4	FAM8A1	list	-1.41233946686	1	1
HGLibA_63840	ZNF189	list	-1.41230886102	1	1
HGLibA_05452	C16orf52	list	-1.41203085915	1	1
brunello_FAM46B_1	FAM46B	list	-1.41193766144	1	1
HGLibA_49570	RIMS3	list	-1.41172750818	1	1
HGLibB_21083	HELB	list	-1.41033351055	1	1
HGLibB_32138	NMI	list	-1.41002466605	1	1
HGLibA_12135	CYP2J2	list	-1.40998586968	1	1
brunello_CYP19A1_1	CYP19A1	list	-1.40897179364	1	1
brunello_SPDYA_1	SPDYA	list	-1.408015684	1	1
HGLibA_51855	SERPINB9	list	-1.40788317533	1	1
moffat_TTC40_1	TTC40	list	-1.40787113706	1	1
brunello_MYD88_2	MYD88	list	-1.40764225904	1	1
brunello_IL12RB1_3	IL12RB1	list	-1.40721688747	1	1
brunello_JAK2_3	JAK2	list	-1.40719833293	1	1
brunello_ABCG2_2	ABCG2	list	-1.40647560742	1	1
brunello_PRR16_1	PRR16	list	-1.40628583504	1	1
HGLibA_58723	TMEM52B	list	-1.40603394496	1	1
HGLibA_07918	CCDC9	list	-1.4057885506	1	1
brunello_KPTN_1	KPTN	list	-1.4055112352	1	1
HGLibA_09558	CHRM5	list	-1.40544268246	1	1
brunello_RGS1_4	RGS1	list	-1.40503414825	1	1
HGLibA_38107	MRC2	list	-1.40499044493	1	1
HGLibA_30924	IFIT5	list	-1.40444493067	1	1
HGLibA_06486	C6orf25	list	-1.40373249039	1	1
HGLibA_50688	RTN2	list	-1.40368715908	1	1
brunello_FAM26F_1	FAM26F	list	-1.40354480064	1	1
brunello_SSBP3_4	SSBP3	list	-1.40332378807	1	1
brunello_PVRL2_2	PVRL2	list	-1.40283469633	1	1
HGLibA_11240	CRY1	list	-1.40275360377	1	1
HGLibB_18471	GAL3ST1	list	-1.40245692209	1	1
brunello_RSPH9_3	RSPH9	list	-1.40109181103	1	1
brunello_TNFSF14_4	TNFSF14	list	-1.4002350668	1	1
HGLibA_39507	NBN	list	-1.3999261964	1	1
HGLibA_58192	TMEM123	list	-1.39987801152	1	1
HGLibA_55585	ST8SIA4	list	-1.39866790417	1	1
HGLibA_01025	ADPRH	list	-1.39703439627	1	1
HGLibB_22462	ICAM1	list	-1.39603729992	1	1
brunello_EIF2AK2_4	EIF2AK2	list	-1.39587153383	1	1
HGLibA_02488	APOBEC3F	list	-1.39568398798	1	1
brunello_CD276_3	CD276	list	-1.39486339668	1	1
brunello_SYNJ1_2	SYNJ1	list	-1.39440154362	1	1
brunello_RNF213_2	RNF213	list	-1.39419801497	1	1
HGLibA_49227	RFPL4A	list	-1.39332116613	1	1
HGLibB_33018	NUP62	list	-1.39307435872	1	1
HGLibA_63787	ZNF148	list	-1.39263975252	1	1
HGLibB_57066	NonTargetingControlGuideForHuman_0038	list	-1.39182864756	1	1
brunello_TM4SF19_2	TM4SF19	list	-1.39135176165	1	1
HGLibA_18530	FILIP1L	list	-1.39098599582	1	1
brunello_TAP1_1	TAP1	list	-1.39068919074	1	1
brunello_RASAL2_4	RASAL2	list	-1.38878258439	1	1
HGLibA_01734	ALX1	list	-1.38874925607	1	1
brunello_BTN3A3_3	BTN3A3	list	-1.38772102374	1	1
HGLibB_14869	ELF1	list	-1.38707197278	1	1
brunello_TNFSF13B_1	TNFSF13B	list	-1.38685202818	1	1
HGLibA_34720	LHFPL2	list	-1.38581303904	1	1
HGLibB_04425	BEST4	list	-1.38525204876	1	1
brunello_C2orf44_4	C2orf44	list	-1.38433942733	1	1
brunello_TJP1_2	TJP1	list	-1.38286794254	1	1
HGLibA_30783	ICAM1	list	-1.38179964898	1	1
HGLibB_01594	ALDOB	list	-1.3817209306	1	1
HGLibA_59548	TRAF5	list	-1.38165238379	1	1
brunello_EDEM1_3	EDEM1	list	-1.38106397277	1	1
brunello_OLFML3_1	OLFML3	list	-1.38059625252	1	1
brunello_MACC1_2	MACC1	list	-1.38045587697	1	1
brunello_CA2_3	CA2	list	-1.38004846165	1	1
brunello_CCL4L2_3	CCL4L2	list	-1.37694335596	1	1
brunello_ABCD1_4	ABCD1	list	-1.37674719868	1	1
HGLibA_64871	ZNF704	list	-1.3747845138	1	1
brunello_C1QTNF1_1	C1QTNF1	list	-1.37400131782	1	1
brunello_TRMT5_2	TRMT5	list	-1.37387758156	1	1
HGLibA_10554	COL27A1	list	-1.373353032	1	1
HGLibA_12067	CYP1A1	list	-1.37318854684	1	1
brunello_KLF10_2	KLF10	list	-1.37316522523	1	1
brunello_CLU_3	CLU	list	-1.37254051487	1	1
brunello_TINAGL1_1	TINAGL1	list	-1.37252401084	1	1
HGLibA_20901	GPR137B	list	-1.371172021	1	1
brunello_ZNF181_3	ZNF181	list	-1.36979869715	1	1
brunello_LILRB4_4	LILRB4	list	-1.36977409863	1	1
brunello_HSD17B14_4	HSD17B14	list	-1.36887491805	1	1
sgCCL4L1_3	CCL4L1	list	-1.36745284895	1	1
HGLibA_49697	RNASE4	list	-1.36736291733	1	1
brunello_TRIM68_2	TRIM68	list	-1.36701078994	1	1
HGLibA_37777	MMP13	list	-1.36668566461	1	1
HGLibB_37241	PMAIP1	list	-1.36502209829	1	1
HGLibB_48258	TAP2	list	-1.36487607618	1	1
HGLibB_46228	SP100	list	-1.3639906906	1	1
brunello_ENG_2	ENG	list	-1.36318709538	1	1
brunello_CDKN2B_3	CDKN2B	list	-1.36274761693	1	1
HGLibA_53874	SMAD7	list	-1.36272859729	1	1
brunello_OR2B11_2	OR2B11	list	-1.36132481257	1	1
brunello_ATP6V0D2_2	ATP6V0D2	list	-1.36063725019	1	1
brunello_SCN4B_4	SCN4B	list	-1.36058936621	1	1
HGLibA_35410	LPPR4	list	-1.35950396372	1	1
HGLibB_27128	LRG1	list	-1.35864460078	1	1
HGLibB_31331	NCS1	list	-1.35801668405	1	1
HGLibA_47783	PTPRD	list	-1.35794825253	1	1
brunello_FNDC7_1	FNDC7	list	-1.3575728773	1	1
HGLibB_13638	DNASE1L2	list	-1.35748821439	1	1
brunello_PHLDB1_3	PHLDB1	list	-1.3573362441	1	1
HGLibB_42497	S100A2	list	-1.35719351869	1	1
HGLibB_17174	FCGR3B	list	-1.35673276187	1	1
HGLibA_52667	SLC12A8	list	-1.35556330434	1	1
brunello_RIPK2_2	RIPK2	list	-1.35545433621	1	1
brunello_ATP8B4_1	ATP8B4	list	-1.35523871832	1	1
brunello_C2_3	C2	list	-1.35488902724	1	1
brunello_ISOC1_3	ISOC1	list	-1.35444778534	1	1
HGLibA_20965	GPR171	list	-1.3542308478	1	1
HGLibA_34300	LAP3	list	-1.35415565941	1	1
HGLibA_57883	TLCD1	list	-1.3531284926	1	1
brunello_SLC38A5_2	SLC38A5	list	-1.35304045178	1	1
HGLibA_48637	RASGRP3	list	-1.35281392226	1	1
brunello_ZNF384_2	ZNF384	list	-1.35238766985	1	1
brunello_KIAA1671_3	KIAA1671	list	-1.35212343777	1	1
brunello_DRAM1_3	DRAM1	list	-1.35196562658	1	1
HGLibA_38881	MVB12B	list	-1.35176927902	1	1
brunello_SAMD9_2	SAMD9	list	-1.35143148948	1	1
HGLibB_32131	NME8	list	-1.35107163241	1	1
HGLibB_19913	GPR155	list	-1.35105610067	1	1
brunello_IGFBP2_3	IGFBP2	list	-1.35063380023	1	1
HGLibB_21140	HERC6	list	-1.34790991971	1	1
brunello_PARPBP_2	PARPBP	list	-1.34768448941	1	1
HGLibB_11821	CX3CL1	list	-1.34742790148	1	1
