group_id	items_in_group	lo_value	p	FDR	goodsgrna
ANXA2R	8	7.9042e-02	2.2952e-01	0.999998	5
HTR1D	8	7.9224e-02	2.2979e-01	0.999998	3
LOC100506388	8	7.9422e-02	2.3027e-01	0.999998	3
WIPF1	8	7.9602e-02	2.3064e-01	0.999998	5
MITF	8	7.9604e-02	2.3065e-01	0.999998	4
IGF2BP2	8	7.9671e-02	2.3080e-01	0.999998	4
OAS3	8	7.9727e-02	2.3093e-01	0.999998	5
SLIT2	8	7.9905e-02	2.3132e-01	0.999998	4
ARNTL	8	8.0102e-02	2.3183e-01	0.999998	5
SLC41A2	8	8.0195e-02	2.3202e-01	0.999998	4
TRNT1	8	8.0750e-02	2.3323e-01	0.999998	3
KLK10	8	8.0855e-02	2.3342e-01	0.999998	5
MAP1LC3C	8	8.0942e-02	2.3364e-01	0.999998	4
AIM2	8	8.1134e-02	2.3412e-01	0.999998	5
ARG1	8	8.1231e-02	2.3432e-01	0.999998	4
NonTargetingControlGuideForHuman_0045	1	8.1256e-02	8.2079e-02	0.985286	1
ELAVL4	8	8.1353e-02	2.3455e-01	0.999998	2
ADAM28	8	8.1379e-02	2.3461e-01	0.999998	4
RASGEF1B	8	8.1528e-02	2.3498e-01	0.999998	4
IMPA2	8	8.1677e-02	2.3533e-01	0.999998	5
ANKRD66	8	8.2185e-02	2.3646e-01	0.999998	5
TAP2	8	8.2317e-02	2.3673e-01	0.999998	3
IL15RA	8	8.2402e-02	2.3690e-01	0.999998	4
GEMIN5	8	8.2798e-02	2.3784e-01	0.999998	2
CCL4L1	6	8.2882e-02	2.1452e-01	0.999998	2
DPCD	8	8.2951e-02	2.3815e-01	0.999998	5
DRAP1	8	8.2969e-02	2.3821e-01	0.999998	3
FGL2	8	8.3249e-02	2.3874e-01	0.999998	5
CASZ1	8	8.3280e-02	2.3878e-01	0.999998	4
PI4K2B	8	8.3473e-02	2.3921e-01	0.999998	2
KIR3DL3	8	8.3657e-02	2.3967e-01	0.999998	5
PLAC8	8	8.4156e-02	2.4067e-01	0.999998	4
GCLM	8	8.4242e-02	2.4085e-01	0.999998	3
EOMES	8	8.4459e-02	2.4138e-01	0.999998	5
SCG3	8	8.4703e-02	2.4187e-01	0.999998	4
C17orf67	8	8.4723e-02	2.4191e-01	0.999998	3
IKBKE	8	8.5068e-02	2.4266e-01	0.999998	4
KMO	8	8.5373e-02	2.4331e-01	0.999998	5
UBD	8	8.5603e-02	2.4380e-01	0.999998	4
KCTD11	8	8.5832e-02	2.4431e-01	0.999998	4
IFITM1	8	8.6164e-02	2.4500e-01	0.999998	2
ABCA6	8	8.7141e-02	2.4720e-01	0.999998	5
GEN1	8	8.7491e-02	2.4787e-01	0.999998	3
EXOC4	8	8.7696e-02	2.4839e-01	0.999998	4
ACSL4	8	8.8082e-02	2.4922e-01	0.999998	2
EMR1	8	8.8562e-02	2.5011e-01	0.999998	5
TNFAIP8L3	8	8.8584e-02	2.5017e-01	0.999998	4
SNX5	8	8.9368e-02	2.5183e-01	0.999998	3
ITGAV	8	8.9501e-02	2.5208e-01	0.999998	4
P2RY14	8	8.9852e-02	2.5290e-01	0.999998	5
NFKBID	8	9.0257e-02	2.5368e-01	0.999998	5
PDGFRL	8	9.0325e-02	2.5383e-01	0.999998	5
UST	8	9.0475e-02	2.5411e-01	0.999998	2
BARD1	8	9.1431e-02	2.5591e-01	0.999998	4
SERTAD1	8	9.1548e-02	2.5614e-01	0.999998	5
42982	7	9.1771e-02	2.4765e-01	0.999998	4
MET	8	9.1890e-02	2.5689e-01	0.999998	5
GTPBP2	8	9.2331e-02	2.5776e-01	0.999998	5
IFI27	8	9.2507e-02	2.5808e-01	0.999998	5
SPAG6	8	9.2713e-02	2.5844e-01	0.999998	5
FOS	8	9.2731e-02	2.5847e-01	0.999998	4
EBI3	8	9.2755e-02	2.5857e-01	0.999998	5
PPP1R10	8	9.3195e-02	2.5950e-01	0.999998	5
LRRC32	8	9.3340e-02	2.5986e-01	0.999998	4
MT2A	8	9.3695e-02	2.6065e-01	0.999998	4
ZNF772	8	9.4018e-02	2.6133e-01	0.999998	4
ZBTB42	8	9.4341e-02	2.6198e-01	0.999998	4
MT1F	8	9.4652e-02	2.6259e-01	0.999998	5
RBKS	8	9.4769e-02	2.6281e-01	0.999998	1
IFI16	8	9.4791e-02	2.6285e-01	0.999998	5
LILRB3	8	9.4909e-02	2.6315e-01	0.999998	4
PLAU	8	9.4921e-02	2.6319e-01	0.999998	3
NCOA7	8	9.5649e-02	2.6467e-01	0.999998	4
DNAH12	8	9.5721e-02	2.6484e-01	0.999998	5
NRL	8	9.6196e-02	2.6578e-01	0.999998	2
FCRL4	8	9.6687e-02	2.6676e-01	0.999998	5
CXCL12	8	9.6828e-02	2.6706e-01	0.999998	5
JRKL	8	9.7489e-02	2.6848e-01	0.999998	3
SEMA4G	8	9.8298e-02	2.7009e-01	0.999998	4
OSGIN1	8	9.8571e-02	2.7059e-01	0.999998	2
MC5R	8	9.8686e-02	2.7088e-01	0.999998	4
STAT3	8	9.9252e-02	2.7212e-01	0.999998	5
C11orf68	8	9.9325e-02	2.7229e-01	0.999998	4
PLK2	8	9.9519e-02	2.7272e-01	0.999998	4
HLA-DQA1	8	1.0008e-01	2.7395e-01	0.999998	3
MMP7	8	1.0019e-01	2.7417e-01	0.999998	5
UBA6	8	1.0047e-01	2.7474e-01	0.999998	2
DAGLA	8	1.0052e-01	2.7485e-01	0.999998	5
SLFN5	8	1.0070e-01	2.7520e-01	0.999998	5
CXCL9	8	1.0094e-01	2.7577e-01	0.999998	2
HS3ST3B1	8	1.0128e-01	2.7643e-01	0.999998	4
CDHR5	8	1.0164e-01	2.7721e-01	0.999998	5
MYC	8	1.0212e-01	2.7822e-01	0.999998	4
SEC22B	8	1.0221e-01	2.7840e-01	0.999998	4
FAM71A	8	1.0236e-01	2.7869e-01	0.999998	4
LILRA5	8	1.0237e-01	2.7872e-01	0.999998	5
SHISA5	8	1.0242e-01	2.7882e-01	0.999998	3
AXL	8	1.0254e-01	2.7902e-01	0.999998	3
BTBD19	6	1.0282e-01	2.5317e-01	0.999998	4
GNG4	8	1.0283e-01	2.7957e-01	0.999998	2
HES2	8	1.0336e-01	2.8080e-01	0.999998	4
OPTN	8	1.0365e-01	2.8142e-01	0.999998	4
ARNT2	8	1.0369e-01	2.8149e-01	0.999998	4
PSAT1	8	1.0377e-01	2.8163e-01	0.999998	5
PAX9	8	1.0382e-01	2.8173e-01	0.999998	5
EMP2	8	1.0384e-01	2.8177e-01	0.999998	5
MAP3K14	8	1.0385e-01	2.8179e-01	0.999998	3
BCAR3	8	1.0451e-01	2.8310e-01	0.999998	5
TMEM173	8	1.0519e-01	2.8437e-01	0.999998	2
ENG	8	1.0523e-01	2.8445e-01	0.999998	3
HIST2H2BE	8	1.0534e-01	2.8469e-01	0.999998	3
IDO2	6	1.0604e-01	2.5911e-01	0.999998	4
TMEM229B	8	1.0613e-01	2.8618e-01	0.999998	4
H3F3C	8	1.0623e-01	2.8637e-01	0.999998	4
HIST1H2BC	8	1.0640e-01	2.8669e-01	0.999998	4
FILIP1L	8	1.0660e-01	2.8706e-01	0.999998	3
FAM3B	8	1.0665e-01	2.8714e-01	0.999998	3
B2M	8	1.0707e-01	2.8800e-01	0.999998	3
OPRM1	8	1.0715e-01	2.8823e-01	0.999998	4
ATP13A3	8	1.0781e-01	2.8946e-01	0.999998	5
SAMD4A	8	1.0823e-01	2.9040e-01	0.999998	5
SFT2D2	8	1.0830e-01	2.9055e-01	0.999998	4
FAM26F	8	1.0884e-01	2.9159e-01	0.999998	4
NonTargetingControlGuideForHuman_0125	1	1.0924e-01	1.1022e-01	0.985286	1
RNASE6	8	1.0925e-01	2.9246e-01	0.999998	5
ZNF835	8	1.0934e-01	2.9265e-01	0.999998	3
C3	8	1.0956e-01	2.9309e-01	0.999998	5
SPATS2L	8	1.0972e-01	2.9347e-01	0.999998	5
DCDC2B	8	1.0989e-01	2.9379e-01	0.999998	3
NonTargetingControlGuideForHuman_0050	1	1.1021e-01	1.1109e-01	0.985286	1
LIN37	8	1.1036e-01	2.9469e-01	0.999998	3
YBX3	8	1.1063e-01	2.9524e-01	0.999998	4
MB21D1	8	1.1085e-01	2.9569e-01	0.999998	3
42795	8	1.1097e-01	2.9586e-01	0.999998	4
HIVEP1	8	1.1102e-01	2.9598e-01	0.999998	4
NUB1	8	1.1123e-01	2.9642e-01	0.999998	4
A4GALT	8	1.1130e-01	2.9659e-01	0.999998	3
SYTL2	8	1.1158e-01	2.9716e-01	0.999998	5
CYTH1	8	1.1177e-01	2.9757e-01	0.999998	2
APOBEC3H	8	1.1223e-01	2.9843e-01	0.999998	3
CACNA1G	8	1.1287e-01	2.9967e-01	0.999998	3
HIST2H4A	8	1.1311e-01	3.0018e-01	0.999998	5
PPM1E	8	1.1355e-01	3.0105e-01	0.999998	4
C2orf66	8	1.1364e-01	3.0123e-01	0.999998	1
PSMB10	8	1.1382e-01	3.0161e-01	0.999998	5
IL9R	8	1.1445e-01	3.0296e-01	0.999998	4
KIAA0226	8	1.1457e-01	3.0317e-01	0.999998	4
C17orf97	8	1.1460e-01	3.0323e-01	0.999998	5
YJEFN3	8	1.1481e-01	3.0361e-01	0.999998	5
CSNK1G2	8	1.1490e-01	3.0376e-01	0.999998	4
KIAA1279	8	1.1507e-01	3.0408e-01	0.999998	5
ESPL1	8	1.1508e-01	3.0410e-01	0.999998	3
FAM19A2	8	1.1576e-01	3.0530e-01	0.999998	4
ERLIN1	8	1.1597e-01	3.0576e-01	0.999998	2
IFITM5	8	1.1644e-01	3.0653e-01	0.999998	4
MAP3K8	8	1.1690e-01	3.0750e-01	0.999998	3
TKTL1	8	1.1730e-01	3.0827e-01	0.999998	3
SCN4B	8	1.1737e-01	3.0840e-01	0.999998	2
RAPH1	8	1.1793e-01	3.0949e-01	0.999998	5
LPXN	8	1.1822e-01	3.1007e-01	0.999998	5
PXK	8	1.1849e-01	3.1061e-01	0.999998	5
HIC1	8	1.1865e-01	3.1094e-01	0.999998	5
CRYBB3	8	1.1953e-01	3.1259e-01	0.999998	3
DSP	8	1.1961e-01	3.1280e-01	0.999998	5
PHLDA2	8	1.1992e-01	3.1350e-01	0.999998	4
NTRK1	8	1.2002e-01	3.1366e-01	0.999998	4
ADAMDEC1	8	1.2018e-01	3.1402e-01	0.999998	5
C1orf61	8	1.2029e-01	3.1427e-01	0.999998	4
CBWD2	8	1.2091e-01	3.1540e-01	0.999998	5
ETV3	8	1.2115e-01	3.1587e-01	0.999998	5
NonTargetingControlGuideForHuman_0018	1	1.2119e-01	1.2179e-01	0.985286	1
ID1	8	1.2122e-01	3.1597e-01	0.999998	4
AIDA	8	1.2150e-01	3.1648e-01	0.999998	4
CD3EAP	8	1.2169e-01	3.1685e-01	0.999998	4
ESM1	8	1.2294e-01	3.1931e-01	0.999998	2
IL10	8	1.2328e-01	3.1996e-01	0.999998	4
HOMEZ	8	1.2337e-01	3.2014e-01	0.999998	4
LHX2	8	1.2377e-01	3.2094e-01	0.999998	5
APOBEC3F	8	1.2387e-01	3.2110e-01	0.999998	2
ZFP37	8	1.2410e-01	3.2163e-01	0.999998	5
NBN	8	1.2433e-01	3.2207e-01	0.999998	3
VEGFC	8	1.2461e-01	3.2256e-01	0.999998	3
SAT1	8	1.2479e-01	3.2294e-01	0.999998	3
TINAGL1	8	1.2497e-01	3.2328e-01	0.999998	4
PRKAG2	8	1.2545e-01	3.2413e-01	0.999998	4
CHRNA10	8	1.2551e-01	3.2425e-01	0.999998	5
SEC24D	8	1.2554e-01	3.2430e-01	0.999998	4
FAS	8	1.2567e-01	3.2458e-01	0.999998	4
SULF2	8	1.2573e-01	3.2470e-01	0.999998	4
BTN3A1	8	1.2601e-01	3.2533e-01	0.999998	5
STEAP4	8	1.2618e-01	3.2558e-01	0.999998	2
PADI2	8	1.2651e-01	3.2625e-01	0.999998	5
TPRA1	8	1.2664e-01	3.2650e-01	0.999998	4
NEURL3	8	1.2710e-01	3.2745e-01	0.999998	3
PLCB3	8	1.2726e-01	3.2778e-01	0.999998	5
CASP7	8	1.2745e-01	3.2809e-01	0.999998	4
MTHFD2L	8	1.2756e-01	3.2829e-01	0.999998	4
IL8	8	1.2760e-01	3.2835e-01	0.999998	5
KIAA1217	8	1.2783e-01	3.2878e-01	0.999998	4
TCF7L2	8	1.2802e-01	3.2914e-01	0.999998	5
RDH16	8	1.2827e-01	3.2963e-01	0.999998	5
TREX1	8	1.2841e-01	3.2987e-01	0.999998	3
SEMA4D	8	1.2848e-01	3.3001e-01	0.999998	3
SPATC1	8	1.2886e-01	3.3077e-01	0.999998	5
NonTargetingControlGuideForHuman_0139	1	1.2898e-01	1.2959e-01	0.985286	1
HIP1	8	1.2912e-01	3.3128e-01	0.999998	5
SRC	8	1.2954e-01	3.3195e-01	0.999998	5
RIMBP3	8	1.3033e-01	3.3365e-01	0.999998	4
GALM	8	1.3047e-01	3.3385e-01	0.999998	5
BAG1	8	1.3088e-01	3.3464e-01	0.999998	4
PDK1	8	1.3124e-01	3.3529e-01	0.999998	3
CCNA1	8	1.3141e-01	3.3557e-01	0.999998	4
PHF11	8	1.3194e-01	3.3655e-01	0.999998	3
GOSR1	8	1.3201e-01	3.3668e-01	0.999998	5
DLL1	8	1.3216e-01	3.3696e-01	0.999998	4
ADAMTS14	8	1.3230e-01	3.3717e-01	0.999998	3
STRIP2	8	1.3252e-01	3.3761e-01	0.999998	5
KBTBD8	8	1.3262e-01	3.3781e-01	0.999998	2
TGM1	8	1.3283e-01	3.3822e-01	0.999998	3
ZNF543	8	1.3286e-01	3.3828e-01	0.999998	4
XDH	8	1.3330e-01	3.3915e-01	0.999998	5
ANGPTL1	8	1.3354e-01	3.3957e-01	0.999998	3
CAMSAP2	8	1.3472e-01	3.4191e-01	0.999998	4
TXNDC17	8	1.3486e-01	3.4218e-01	0.999998	5
OAS1	8	1.3503e-01	3.4246e-01	0.999998	5
IL36RN	8	1.3531e-01	3.4295e-01	0.999998	4
OTOF	8	1.3537e-01	3.4305e-01	0.999998	4
KCNJ10	8	1.3628e-01	3.4476e-01	0.999998	2
GPR35	8	1.3711e-01	3.4622e-01	0.999998	3
SLC7A11	8	1.3719e-01	3.4634e-01	0.999998	4
EFR3A	8	1.3784e-01	3.4760e-01	0.999998	3
TGM2	7	1.3808e-01	3.2403e-01	0.999998	3
GLIPR2	8	1.3856e-01	3.4895e-01	0.999998	4
GK	8	1.3897e-01	3.4974e-01	0.999998	5
TNIK	8	1.3915e-01	3.5009e-01	0.999998	5
PARP10	8	1.3933e-01	3.5046e-01	0.999998	5
MRC2	8	1.3944e-01	3.5067e-01	0.999998	4
GSDMD	8	1.3948e-01	3.5075e-01	0.999998	2
CLECL1	8	1.3993e-01	3.5149e-01	0.999998	2
HES4	8	1.4030e-01	3.5225e-01	0.999998	5
NUP160	8	1.4039e-01	3.5242e-01	0.999998	1
NonTargetingControlGuideForHuman_0126	1	1.4105e-01	1.4174e-01	0.985286	1
CSF2RA	8	1.4119e-01	3.5389e-01	0.999998	5
HLA-A	8	1.4130e-01	3.5405e-01	0.999998	2
RPL41	6	1.4183e-01	3.2474e-01	0.999998	2
SLC24A3	8	1.4242e-01	3.5560e-01	0.999998	3
MSR1	8	1.4269e-01	3.5593e-01	0.999998	3
ZNF485	8	1.4305e-01	3.5634e-01	0.999998	3
CASP5	8	1.4357e-01	3.5705e-01	0.999998	1
GIMAP1-GIMAP5	8	1.4392e-01	3.5753e-01	0.999998	4
FOXC1	8	1.4432e-01	3.5822e-01	0.999998	3
MMACHC	8	1.4447e-01	3.5845e-01	0.999998	2
CACNA1I	8	1.4493e-01	3.5905e-01	0.999998	1
PPFIA4	8	1.4505e-01	3.5923e-01	0.999998	3
C1orf122	8	1.4536e-01	3.5961e-01	0.999998	4
MOXD1	8	1.4583e-01	3.6019e-01	0.999998	3
NonTargetingControlGuideForHuman_0104	1	1.4625e-01	1.4694e-01	0.985286	1
TDRD6	8	1.4674e-01	3.6141e-01	0.999998	2
TMEM63A	8	1.4764e-01	3.6263e-01	0.999998	4
CEBPB	8	1.4795e-01	3.6310e-01	0.999998	3
SMAD3	8	1.4899e-01	3.6445e-01	0.999998	2
VEGFA	8	1.4998e-01	3.6571e-01	0.999998	4
C12orf55	6	1.5002e-01	3.3925e-01	0.999998	3
AP1S3	8	1.5035e-01	3.6628e-01	0.999998	4
KCTD19	8	1.5080e-01	3.6685e-01	0.999998	3
IL18	8	1.5090e-01	3.6699e-01	0.999998	3
CDCA4	8	1.5101e-01	3.6718e-01	0.999998	3
RARRES3	8	1.5108e-01	3.6727e-01	0.999998	3
NPM3	8	1.5145e-01	3.6774e-01	0.999998	3
ATF3	8	1.5170e-01	3.6804e-01	0.999998	3
PARP14	8	1.5178e-01	3.6816e-01	0.999998	4
CCM2L	8	1.5240e-01	3.6902e-01	0.999998	4
LGALS3BP	8	1.5356e-01	3.7050e-01	0.999998	4
TNFAIP3	8	1.5394e-01	3.7102e-01	0.999998	4
ME1	8	1.5459e-01	3.7190e-01	0.999998	3
FLT1	8	1.5496e-01	3.7242e-01	0.999998	3
ZSWIM3	8	1.5551e-01	3.7313e-01	0.999998	4
SYT17	8	1.5576e-01	3.7348e-01	0.999998	4
NLRC5	8	1.5588e-01	3.7364e-01	0.999998	4
PABPC4	8	1.5602e-01	3.7385e-01	0.999998	3
ABCG2	8	1.5607e-01	3.7392e-01	0.999998	3
GAK	8	1.5654e-01	3.7457e-01	0.999998	3
DKK3	8	1.5681e-01	3.7487e-01	0.999998	4
RBM25	8	1.5700e-01	3.7513e-01	0.999998	2
CXorf21	8	1.5753e-01	3.7584e-01	0.999998	3
TMEM106A	8	1.5758e-01	3.7589e-01	0.999998	3
MOV10	8	1.5810e-01	3.7650e-01	0.999998	3
EREG	8	1.5812e-01	3.7653e-01	0.999998	4
APOBEC3A	7	1.5828e-01	3.5622e-01	0.999998	2
C1S	8	1.5842e-01	3.7694e-01	0.999998	4
SEC14L2	8	1.5862e-01	3.7720e-01	0.999998	3
ANKRD22	8	1.5887e-01	3.7755e-01	0.999998	3
ZNF2	8	1.5927e-01	3.7812e-01	0.999998	3
IFNLR1	8	1.5941e-01	3.7831e-01	0.999998	3
IER5L	8	1.6091e-01	3.8029e-01	0.999998	3
FAM129A	8	1.6109e-01	3.8052e-01	0.999998	3
HPSE	8	1.6199e-01	3.8165e-01	0.999998	4
NIPAL4	8	1.6203e-01	3.8170e-01	0.999998	4
ULK4	8	1.6241e-01	3.8216e-01	0.999998	3
PLEKHA4	8	1.6288e-01	3.8283e-01	0.999998	2
LRRC2	8	1.6347e-01	3.8368e-01	0.999998	3
SCO2	8	1.6372e-01	3.8407e-01	0.999998	4
NOD2	8	1.6373e-01	3.8408e-01	0.999998	4
LILRB4	8	1.6390e-01	3.8431e-01	0.999998	2
METTL13	8	1.6409e-01	3.8458e-01	0.999998	4
SYNM	8	1.6519e-01	3.8600e-01	0.999998	4
ACVR2A	8	1.6554e-01	3.8647e-01	0.999998	4
IL18BP	8	1.6598e-01	3.8711e-01	0.999998	2
CPT1A	8	1.6601e-01	3.8714e-01	0.999998	4
TRPC3	8	1.6731e-01	3.8893e-01	0.999998	4
CLU	8	1.6775e-01	3.8957e-01	0.999998	2
DUSP19	8	1.6824e-01	3.9024e-01	0.999998	3
SRGAP2P2	8	1.6842e-01	3.9045e-01	0.999998	3
CABLES1	8	1.6851e-01	3.9058e-01	0.999998	4
VMO1	8	1.6864e-01	3.9075e-01	0.999998	4
NXPH4	8	1.6952e-01	3.9189e-01	0.999998	4
C1QA	8	1.6953e-01	3.9191e-01	0.999998	4
KIAA0895L	8	1.6955e-01	3.9193e-01	0.999998	4
TRIM25	8	1.6974e-01	3.9218e-01	0.999998	4
NonTargetingControlGuideForHuman_0146	1	1.7059e-01	1.7084e-01	0.992049	1
ADPRM	8	1.7145e-01	3.9442e-01	0.999998	2
UBE2QL1	8	1.7182e-01	3.9492e-01	0.999998	3
SEMA6D	8	1.7199e-01	3.9518e-01	0.999998	4
PLEKHH1	8	1.7226e-01	3.9550e-01	0.999998	3
NCF1	8	1.7253e-01	3.9591e-01	0.999998	4
GBP4	8	1.7432e-01	3.9834e-01	0.999998	4
FAM135B	8	1.7448e-01	3.9856e-01	0.999998	2
IRF2	8	1.7568e-01	4.0010e-01	0.999998	3
KIF14	8	1.7582e-01	4.0029e-01	0.999998	3
ZC3HAV1	8	1.7632e-01	4.0090e-01	0.999998	4
CNN1	8	1.7656e-01	4.0119e-01	0.999998	2
SYN1	8	1.7700e-01	4.0180e-01	0.999998	3
MS4A7	8	1.7781e-01	4.0289e-01	0.999998	4
NonTargetingControlGuideForHuman_0183	1	1.7826e-01	1.7850e-01	0.992426	1
OR5K2	8	1.7830e-01	4.0354e-01	0.999998	4
TMEM110	8	1.7945e-01	4.0495e-01	0.999998	3
HLA-DRA	8	1.7959e-01	4.0509e-01	0.999998	3
MGLL	8	1.7962e-01	4.0513e-01	0.999998	3
NQO1	8	1.8093e-01	4.0672e-01	0.999998	2
IFIT1	8	1.8164e-01	4.0772e-01	0.999998	4
CLEC4E	8	1.8167e-01	4.0776e-01	0.999998	4
NFXL1	8	1.8224e-01	4.0853e-01	0.999998	2
ZNF879	8	1.8236e-01	4.0872e-01	0.999998	4
GNMT	8	1.8271e-01	4.0910e-01	0.999998	3
EHF	8	1.8311e-01	4.0964e-01	0.999998	3
TNFRSF4	8	1.8354e-01	4.1022e-01	0.999998	2
CD80	8	1.8357e-01	4.1026e-01	0.999998	4
ADM2	8	1.8398e-01	4.1085e-01	0.999998	4
CATSPERD	8	1.8406e-01	4.1099e-01	0.999998	3
HELB	8	1.8485e-01	4.1202e-01	0.999998	4
NonTargetingControlGuideForHuman_0164	1	1.8494e-01	1.8463e-01	0.998784	1
ZNF816	8	1.8528e-01	4.1260e-01	0.999998	3
GMPR	8	1.8564e-01	4.1303e-01	0.999998	3
CA2	8	1.8569e-01	4.1310e-01	0.999998	4
RBM11	8	1.8615e-01	4.1369e-01	0.999998	2
SCLT1	8	1.8618e-01	4.1373e-01	0.999998	4
PEAK1	8	1.8717e-01	4.1500e-01	0.999998	4
EGR1	8	1.8754e-01	4.1550e-01	0.999998	4
SP110	8	1.8788e-01	4.1597e-01	0.999998	3
MAPK8IP2	8	1.8836e-01	4.1651e-01	0.999998	4
WDR5B	8	1.8842e-01	4.1657e-01	0.999998	4
GEM	8	1.8875e-01	4.1701e-01	0.999998	4
TTC39B	8	1.9037e-01	4.1914e-01	0.999998	4
LAMP3	8	1.9048e-01	4.1927e-01	0.999998	3
DDX3Y	8	1.9083e-01	4.1971e-01	0.999998	3
ZNF829	8	1.9091e-01	4.1979e-01	0.999998	3
IL7R	8	1.9134e-01	4.2039e-01	0.999998	2
CBR1	8	1.9160e-01	4.2073e-01	0.999998	4
NonTargetingControlGuideForHuman_0006	1	1.9306e-01	1.9282e-01	0.999998	1
CR1L	8	1.9335e-01	4.2292e-01	0.999998	4
YPEL4	8	1.9355e-01	4.2316e-01	0.999998	3
HR	8	1.9392e-01	4.2372e-01	0.999998	1
IER3	8	1.9394e-01	4.2374e-01	0.999998	4
NonTargetingControlGuideForHuman_0001	1	1.9423e-01	1.9394e-01	0.999998	1
BCL2L14	8	1.9435e-01	4.2428e-01	0.999998	3
PTMA	8	1.9478e-01	4.2479e-01	0.999998	1
SOS1	8	1.9486e-01	4.2490e-01	0.999998	3
MGAT5B	8	1.9504e-01	4.2516e-01	0.999998	4
RNF213	8	1.9521e-01	4.2536e-01	0.999998	3
P2RY1	8	1.9550e-01	4.2571e-01	0.999998	4
FST	8	1.9575e-01	4.2609e-01	0.999998	4
PHF23	8	1.9657e-01	4.2728e-01	0.999998	4
NonTargetingControlGuideForHuman_0014	1	1.9689e-01	1.9657e-01	0.999998	1
C5orf20	8	1.9693e-01	4.2768e-01	0.999998	2
NPAS2	8	1.9725e-01	4.2813e-01	0.999998	3
RASL10B	8	1.9736e-01	4.2831e-01	0.999998	2
C1GALT1	8	1.9811e-01	4.2939e-01	0.999998	3
GPR157	8	1.9911e-01	4.3063e-01	0.999998	3
LIMS1	8	1.9939e-01	4.3101e-01	0.999998	3
IRGM	8	1.9968e-01	4.3137e-01	0.999998	4
MMP2	8	2.0038e-01	4.3218e-01	0.999998	4
RNF34	8	2.0098e-01	4.3295e-01	0.999998	4
MAP6	8	2.0163e-01	4.3375e-01	0.999998	2
NonTargetingControlGuideForHuman_0179	1	2.0202e-01	2.0168e-01	0.999998	1
IFI44	8	2.0249e-01	4.3479e-01	0.999998	2
NonTargetingControlGuideForHuman_0140	1	2.0325e-01	2.0298e-01	0.999998	1
KIFC3	8	2.0376e-01	4.3630e-01	0.999998	2
PVRIG	8	2.0462e-01	4.3729e-01	0.999998	3
CNGA1	8	2.0510e-01	4.3785e-01	0.999998	3
NonTargetingControlGuideForHuman_0036	1	2.0566e-01	2.0543e-01	0.999998	1
ARMCX3	8	2.0668e-01	4.3981e-01	0.999998	4
KLHDC7B	8	2.0674e-01	4.3988e-01	0.999998	2
TMEM186	8	2.0716e-01	4.4038e-01	0.999998	2
GRASP	8	2.0759e-01	4.4090e-01	0.999998	3
ZNF594	8	2.0783e-01	4.4117e-01	0.999998	3
ZSCAN20	8	2.0835e-01	4.4182e-01	0.999998	4
TIMP3	8	2.0845e-01	4.4198e-01	0.999998	2
TAF1A	8	2.0855e-01	4.4209e-01	0.999998	4
ADAMTS7	8	2.0899e-01	4.4267e-01	0.999998	3
GAPT	8	2.0928e-01	4.4292e-01	0.999998	4
CETP	8	2.0932e-01	4.4296e-01	0.999998	4
PFKFB3	8	2.0943e-01	4.4308e-01	0.999998	3
GBP5	8	2.0944e-01	4.4308e-01	0.999998	4
IL23A	8	2.0963e-01	4.4327e-01	0.999998	2
RSAD2	8	2.1013e-01	4.4393e-01	0.999998	2
SAA1	8	2.1017e-01	4.4398e-01	0.999998	4
FAM72A	8	2.1043e-01	4.4426e-01	0.999998	4
SLC35F5	8	2.1275e-01	4.4719e-01	0.999998	4
HIST1H3E	8	2.1280e-01	4.4724e-01	0.999998	3
CTTNBP2NL	8	2.1311e-01	4.4770e-01	0.999998	4
SLC25A19	8	2.1418e-01	4.4907e-01	0.999998	4
NFKB1	8	2.1476e-01	4.4991e-01	0.999998	2
ARSB	8	2.1521e-01	4.5041e-01	0.999998	4
CXCL13	8	2.1537e-01	4.5060e-01	0.999998	3
C9orf91	8	2.1545e-01	4.5069e-01	0.999998	4
ZNF613	8	2.1577e-01	4.5113e-01	0.999998	3
ICAM3	8	2.1596e-01	4.5138e-01	0.999998	3
ARHGEF3	8	2.1686e-01	4.5236e-01	0.999998	3
PLEKHG7	8	2.1756e-01	4.5323e-01	0.999998	4
BEST4	8	2.1770e-01	4.5339e-01	0.999998	3
ALDOB	8	2.1812e-01	4.5380e-01	0.999998	2
CD207	8	2.1830e-01	4.5406e-01	0.999998	4
TNNI1	8	2.1844e-01	4.5425e-01	0.999998	3
THTPA	8	2.1854e-01	4.5438e-01	0.999998	3
FBXO39	8	2.1880e-01	4.5470e-01	0.999998	4
DFNB31	8	2.1935e-01	4.5538e-01	0.999998	4
CNP	8	2.1937e-01	4.5542e-01	0.999998	2
NonTargetingControlGuideForHuman_0177	1	2.1961e-01	2.1928e-01	0.999998	1
BLOC1S2	8	2.1979e-01	4.5603e-01	0.999998	4
NCR3LG1	8	2.2020e-01	4.5654e-01	0.999998	3
DNAJC28	8	2.2079e-01	4.5727e-01	0.999998	4
SOD2	8	2.2104e-01	4.5768e-01	0.999998	2
MED18	8	2.2354e-01	4.6068e-01	0.999998	4
EPSTI1	8	2.2403e-01	4.6134e-01	0.999998	3
