group_id	items_in_group	lo_value	p	FDR	goodsgrna
PEA15	8	7.5103e-02	2.2203e-01	0.938657	4
PLA2G16	8	7.5550e-02	2.2313e-01	0.938657	3
CCL7	8	7.5658e-02	2.2337e-01	0.938657	3
CPA6	8	7.5937e-02	2.2396e-01	0.938657	4
STAP1	8	7.6229e-02	2.2465e-01	0.938657	4
SLC1A4	8	7.6275e-02	2.2471e-01	0.938657	4
NonTargetingControlGuideForHuman_0117	1	7.6386e-02	7.7004e-02	0.938657	1
HIST1H1C	8	7.6519e-02	2.2527e-01	0.938657	4
TAGAP	8	7.6705e-02	2.2561e-01	0.938657	4
IDO2	6	7.7795e-02	2.0569e-01	0.938657	2
THBD	8	7.7808e-02	2.2795e-01	0.938657	5
BCL2L14	8	7.8018e-02	2.2838e-01	0.938657	4
NUP62	8	7.8278e-02	2.2893e-01	0.938657	4
STEAP4	8	7.8424e-02	2.2920e-01	0.938657	5
SLC15A3	8	7.9034e-02	2.3048e-01	0.938657	4
TBX3	8	7.9129e-02	2.3062e-01	0.938657	3
LMNB1	8	7.9219e-02	2.3076e-01	0.938657	3
ERI2	8	7.9890e-02	2.3224e-01	0.938657	4
GIMAP7	8	7.9905e-02	2.3229e-01	0.938657	4
CBWD2	8	7.9973e-02	2.3249e-01	0.938657	3
LAMP3	8	8.0122e-02	2.3283e-01	0.938657	4
TNFSF15	8	8.0124e-02	2.3284e-01	0.938657	3
HERC6	8	8.0227e-02	2.3309e-01	0.938657	5
GZMB	8	8.0275e-02	2.3316e-01	0.938657	3
TDRD6	8	8.0343e-02	2.3330e-01	0.938657	5
TLR1	8	8.0388e-02	2.3344e-01	0.938657	2
ATF3	8	8.0870e-02	2.3444e-01	0.938657	4
NonTargetingControlGuideForHuman_0171	1	8.0931e-02	8.1722e-02	0.938657	1
NR4A3	8	8.0934e-02	2.3458e-01	0.938657	5
TRADD	8	8.1336e-02	2.3545e-01	0.938657	2
ST8SIA4	8	8.1353e-02	2.3549e-01	0.938657	3
ZNF436	8	8.1488e-02	2.3585e-01	0.938657	3
CYP1A1	8	8.1613e-02	2.3614e-01	0.938657	5
PML	8	8.1835e-02	2.3659e-01	0.938657	4
ZSCAN22	8	8.2291e-02	2.3762e-01	0.938657	3
PLSCR1	8	8.2317e-02	2.3766e-01	0.938657	3
DNAJC28	8	8.2861e-02	2.3889e-01	0.938657	3
NonTargetingControlGuideForHuman_0043	1	8.3139e-02	8.3970e-02	0.938657	1
CHRNA6	8	8.3143e-02	2.3944e-01	0.938657	5
SERPINB2	8	8.3280e-02	2.3971e-01	0.938657	4
NonTargetingControlGuideForHuman_0168	1	8.3593e-02	8.4370e-02	0.938657	1
PUS1	8	8.3761e-02	2.4083e-01	0.938657	2
LHFPL1	8	8.3853e-02	2.4100e-01	0.938657	5
CACNA1I	8	8.3915e-02	2.4119e-01	0.938657	5
RABGAP1L	8	8.4087e-02	2.4145e-01	0.938657	4
HOMER2	8	8.4432e-02	2.4220e-01	0.938657	3
LYPD3	8	8.4723e-02	2.4280e-01	0.938657	3
SERPINB9	8	8.5021e-02	2.4345e-01	0.938657	4
IER5L	8	8.5204e-02	2.4378e-01	0.938657	2
LAIR2	8	8.5474e-02	2.4441e-01	0.938657	4
RMI1	8	8.5711e-02	2.4488e-01	0.938657	3
ISG20	8	8.6324e-02	2.4628e-01	0.938657	5
GPR15	8	8.6403e-02	2.4647e-01	0.938657	4
HES4	8	8.6644e-02	2.4697e-01	0.938657	2
PPM1K	8	8.6869e-02	2.4743e-01	0.938657	4
TEAD1	8	8.7451e-02	2.4865e-01	0.938657	4
LGALS3	8	8.7528e-02	2.4883e-01	0.938657	4
SECTM1	8	8.7603e-02	2.4898e-01	0.938657	2
VGF	8	8.7647e-02	2.4910e-01	0.938657	5
NonTargetingControlGuideForHuman_0116	1	8.7683e-02	8.8222e-02	0.938657	1
HEXDC	8	8.7803e-02	2.4946e-01	0.938657	4
ABL2	8	8.8082e-02	2.5006e-01	0.938657	3
NEURL3	8	8.8272e-02	2.5040e-01	0.938657	3
ESPL1	8	8.8377e-02	2.5059e-01	0.938657	5
FFAR2	8	8.8617e-02	2.5105e-01	0.938657	4
FPR2	8	8.8912e-02	2.5173e-01	0.938657	5
NonTargetingControlGuideForHuman_0037	1	8.8917e-02	8.9299e-02	0.938657	1
ARMC9	8	8.9040e-02	2.5192e-01	0.938657	2
SPTLC2	8	8.9180e-02	2.5223e-01	0.938657	5
TGM1	8	8.9368e-02	2.5264e-01	0.938657	4
ZNRF2	8	8.9381e-02	2.5267e-01	0.938657	5
ATP10A	8	8.9479e-02	2.5285e-01	0.938657	5
ABCD1	8	8.9516e-02	2.5293e-01	0.938657	5
ANK3	8	8.9519e-02	2.5293e-01	0.938657	2
NFIL3	8	8.9997e-02	2.5399e-01	0.938657	2
KIAA0895L	8	9.0266e-02	2.5450e-01	0.938657	4
SLC25A30	8	9.0475e-02	2.5492e-01	0.938657	4
AARS	8	9.0626e-02	2.5518e-01	0.938657	2
MMP14	8	9.0732e-02	2.5536e-01	0.938657	5
FST	8	9.0942e-02	2.5567e-01	0.938657	4
DAGLA	8	9.0953e-02	2.5569e-01	0.938657	1
RIF1	8	9.1099e-02	2.5596e-01	0.938657	3
NonTargetingControlGuideForHuman_0023	1	9.1189e-02	9.1708e-02	0.938657	1
GPR33	8	9.1295e-02	2.5640e-01	0.938657	4
RIPK1	8	9.1732e-02	2.5736e-01	0.940534	5
GSDMD	8	9.2049e-02	2.5801e-01	0.941255	2
NonTargetingControlGuideForHuman_0131	1	9.2488e-02	9.3072e-02	0.938657	1
SRGAP2	8	9.3160e-02	2.6020e-01	0.945562	2
VRK2	8	9.3166e-02	2.6021e-01	0.945562	3
NonTargetingControlGuideForHuman_0090	1	9.3267e-02	9.3867e-02	0.938657	1
JRKL	8	9.3320e-02	2.6061e-01	0.945562	4
HELZ2	8	9.3748e-02	2.6151e-01	0.945842	5
IL1B	8	9.4293e-02	2.6265e-01	0.948347	3
MCOLN2	8	9.5237e-02	2.6458e-01	0.950923	3
FUT4	8	9.5557e-02	2.6522e-01	0.950923	3
SRC	8	9.5878e-02	2.6587e-01	0.950923	3
ACOT13	8	9.6065e-02	2.6626e-01	0.950923	4
HLA-E	8	9.6196e-02	2.6652e-01	0.950923	4
GPATCH11	8	9.6200e-02	2.6653e-01	0.950923	4
NonTargetingControlGuideForHuman_0093	1	9.6838e-02	9.7422e-02	0.938657	1
BLMH	8	9.7041e-02	2.6817e-01	0.952214	5
IL23A	8	9.7166e-02	2.6843e-01	0.952214	5
CD40	8	9.7489e-02	2.6918e-01	0.952214	4
TNIP3	8	9.7622e-02	2.6941e-01	0.952214	3
GBP4	8	9.7741e-02	2.6961e-01	0.952214	3
NonTargetingControlGuideForHuman_0065	1	9.7747e-02	9.8344e-02	0.938657	1
WDR64	6	9.8092e-02	2.4512e-01	0.938657	2
RBM43	8	9.8096e-02	2.7037e-01	0.952946	1
SCAND3	8	9.8460e-02	2.7110e-01	0.952946	5
RND3	8	9.8622e-02	2.7141e-01	0.952946	2
CBWD6	8	9.9101e-02	2.7240e-01	0.952946	4
SCIN	8	9.9325e-02	2.7298e-01	0.952946	3
ATP10B	8	9.9431e-02	2.7320e-01	0.952946	4
KCNJ11	8	9.9519e-02	2.7341e-01	0.952946	4
ACHE	8	9.9537e-02	2.7343e-01	0.952946	3
NBN	8	1.0047e-01	2.7541e-01	0.955095	4
PSMB9	8	1.0141e-01	2.7737e-01	0.955095	3
IL10	8	1.0156e-01	2.7770e-01	0.955095	4
LOC388813	8	1.0178e-01	2.7811e-01	0.955095	3
ABCA7	8	1.0208e-01	2.7874e-01	0.955095	5
IL9R	8	1.0283e-01	2.8019e-01	0.955095	1
SLC35E4	8	1.0320e-01	2.8099e-01	0.955095	2
PRDM1	8	1.0330e-01	2.8123e-01	0.955095	4
TARS	8	1.0339e-01	2.8146e-01	0.955095	3
HSD11B1	8	1.0382e-01	2.8234e-01	0.955095	5
TAPBP	8	1.0393e-01	2.8258e-01	0.955095	4
DPCD	8	1.0404e-01	2.8274e-01	0.955095	3
42795	8	1.0408e-01	2.8286e-01	0.955095	4
DDX3Y	8	1.0426e-01	2.8318e-01	0.955095	4
ATP10D	8	1.0436e-01	2.8337e-01	0.955095	4
ADAM28	8	1.0472e-01	2.8411e-01	0.955095	1
ZC3H12C	8	1.0488e-01	2.8444e-01	0.955095	5
GPR171	8	1.0503e-01	2.8468e-01	0.955095	5
CLIC4	8	1.0545e-01	2.8550e-01	0.955095	4
ALCAM	8	1.0551e-01	2.8561e-01	0.955095	3
EREG	8	1.0566e-01	2.8584e-01	0.955095	2
CALCRL	8	1.0615e-01	2.8681e-01	0.955095	5
TRIM36	8	1.0622e-01	2.8693e-01	0.955095	4
NonTargetingControlGuideForHuman_0134	1	1.0638e-01	1.0718e-01	0.938657	1
ASB2	8	1.0653e-01	2.8752e-01	0.955095	5
CHORDC1	8	1.0660e-01	2.8764e-01	0.955095	2
CASP5	8	1.0667e-01	2.8774e-01	0.955095	2
NPIP8	8	1.0687e-01	2.8818e-01	0.955095	3
IL6	8	1.0692e-01	2.8832e-01	0.955095	4
SNX18	8	1.0698e-01	2.8842e-01	0.955095	4
BCAR3	8	1.0707e-01	2.8857e-01	0.955095	2
ENDOD1	8	1.0745e-01	2.8934e-01	0.955407	4
GBP2	8	1.0781e-01	2.9003e-01	0.955407	5
CCL20	8	1.0800e-01	2.9048e-01	0.955407	3
TAP1	8	1.0864e-01	2.9169e-01	0.957886	5
ZNF148	8	1.0942e-01	2.9333e-01	0.960190	4
PI3	8	1.0963e-01	2.9379e-01	0.960190	4
SCIMP	8	1.0984e-01	2.9426e-01	0.960190	3
HLA-B	8	1.1034e-01	2.9516e-01	0.960190	4
TNFRSF4	8	1.1040e-01	2.9530e-01	0.960190	5
SLC2A14	8	1.1052e-01	2.9558e-01	0.960190	4
RGL4	8	1.1130e-01	2.9711e-01	0.961301	4
SLC24A3	8	1.1140e-01	2.9730e-01	0.961301	5
RNF222	8	1.1198e-01	2.9853e-01	0.963699	3
FSCN1	8	1.1237e-01	2.9920e-01	0.963699	3
EDEM1	8	1.1264e-01	2.9975e-01	0.963699	5
SLAMF8	8	1.1274e-01	2.9994e-01	0.963699	4
NonTargetingControlGuideForHuman_0091	1	1.1281e-01	1.1352e-01	0.938657	1
NonTargetingControlGuideForHuman_0020	1	1.1313e-01	1.1382e-01	0.938657	1
TGM5	8	1.1321e-01	3.0090e-01	0.963699	4
ME1	8	1.1411e-01	3.0267e-01	0.963699	3
IL18BP	8	1.1444e-01	3.0339e-01	0.963699	5
GIMAP8	8	1.1467e-01	3.0380e-01	0.963699	5
HIST1H3E	8	1.1499e-01	3.0438e-01	0.963699	4
SLC6A9	8	1.1523e-01	3.0477e-01	0.963699	5
TJP1	8	1.1551e-01	3.0532e-01	0.963699	3
NAPA	8	1.1597e-01	3.0619e-01	0.963699	4
NonTargetingControlGuideForHuman_0002	1	1.1658e-01	1.1722e-01	0.938657	1
GALM	8	1.1690e-01	3.0791e-01	0.963699	2
PRICKLE1	8	1.1735e-01	3.0876e-01	0.963699	5
GPR157	8	1.1737e-01	3.0881e-01	0.963699	4
GSG2	8	1.1772e-01	3.0949e-01	0.963699	4
KCTD11	8	1.1781e-01	3.0966e-01	0.963699	4
CAMSAP2	8	1.1784e-01	3.0969e-01	0.963699	1
DACT3	8	1.1809e-01	3.1023e-01	0.963699	5
SMAD3	8	1.1833e-01	3.1072e-01	0.963699	3
SLC1A3	8	1.1877e-01	3.1158e-01	0.963699	4
ZNF684	8	1.1885e-01	3.1173e-01	0.963699	3
TMEM173	8	1.1970e-01	3.1335e-01	0.963699	3
KLHL31	8	1.2016e-01	3.1436e-01	0.963699	4
PAQR8	8	1.2020e-01	3.1445e-01	0.963699	4
TCF4	8	1.2042e-01	3.1489e-01	0.963699	5
CEBPD	8	1.2057e-01	3.1514e-01	0.963699	4
PCDH17	8	1.2057e-01	3.1514e-01	0.963699	4
B3GALT4	8	1.2157e-01	3.1699e-01	0.963699	4
ALX1	8	1.2248e-01	3.1872e-01	0.963699	4
DPYSL3	8	1.2299e-01	3.1977e-01	0.963699	4
DPYS	8	1.2422e-01	3.2221e-01	0.963699	4
CCL13	8	1.2433e-01	3.2239e-01	0.963699	4
ERLEC1	8	1.2438e-01	3.2252e-01	0.963699	3
CCDC109B	8	1.2476e-01	3.2322e-01	0.963699	5
AMPH	8	1.2497e-01	3.2359e-01	0.963699	5
CLEC4E	8	1.2520e-01	3.2399e-01	0.963699	4
TRIM21	8	1.2545e-01	3.2443e-01	0.963699	4
B3GAT2	8	1.2572e-01	3.2499e-01	0.963699	4
GCNT2	8	1.2578e-01	3.2507e-01	0.963699	4
FCGR1A	7	1.2584e-01	3.0634e-01	0.963699	2
CXorf21	8	1.2584e-01	3.2524e-01	0.963699	5
TNFAIP6	8	1.2618e-01	3.2588e-01	0.963699	3
LILRB4	8	1.2634e-01	3.2618e-01	0.963699	5
PIWIL4	8	1.2668e-01	3.2689e-01	0.963699	5
TMEM51	8	1.2693e-01	3.2736e-01	0.963699	5
ZNF419	8	1.2706e-01	3.2769e-01	0.963699	4
EMP1	8	1.2710e-01	3.2774e-01	0.963699	4
ANKFY1	8	1.2745e-01	3.2836e-01	0.963699	4
MAX	8	1.2745e-01	3.2837e-01	0.963699	3
DTX3L	8	1.2768e-01	3.2877e-01	0.963699	5
C9orf64	8	1.2811e-01	3.2957e-01	0.963699	4
UBE2L6	8	1.2859e-01	3.3042e-01	0.963699	4
SP140	8	1.2876e-01	3.3078e-01	0.963699	3
NonTargetingControlGuideForHuman_0035	1	1.2904e-01	1.2968e-01	0.938657	1
PNP	8	1.2920e-01	3.3164e-01	0.963699	5
CD69	8	1.2924e-01	3.3169e-01	0.963699	4
S100A2	8	1.2929e-01	3.3178e-01	0.963699	5
GTPBP1	8	1.2937e-01	3.3190e-01	0.963699	5
LRRCC1	8	1.2962e-01	3.3233e-01	0.963699	5
PGBD1	8	1.2996e-01	3.3314e-01	0.963699	5
ADAP2	8	1.3090e-01	3.3487e-01	0.963699	5
CCR7	8	1.3124e-01	3.3547e-01	0.963699	3
HLA-DQA1	8	1.3128e-01	3.3552e-01	0.963699	3
COBL	8	1.3170e-01	3.3625e-01	0.963699	3
CXCL13	8	1.3176e-01	3.3635e-01	0.963699	4
NonTargetingControlGuideForHuman_0158	1	1.3177e-01	1.3239e-01	0.938657	1
ADORA3	8	1.3200e-01	3.3680e-01	0.963699	4
TAS2R4	8	1.3216e-01	3.3712e-01	0.963699	4
ZBTB43	8	1.3218e-01	3.3716e-01	0.963699	5
ODF3B	8	1.3237e-01	3.3744e-01	0.963699	4
DSP	8	1.3262e-01	3.3797e-01	0.963699	2
WIPF1	8	1.3283e-01	3.3838e-01	0.963699	3
NonTargetingControlGuideForHuman_0054	1	1.3326e-01	1.3391e-01	0.938657	1
CD274	8	1.3345e-01	3.3953e-01	0.963699	3
TLR2	8	1.3354e-01	3.3972e-01	0.963699	3
AURKB	8	1.3400e-01	3.4067e-01	0.963699	4
HLA-F	8	1.3425e-01	3.4121e-01	0.963699	5
PLEKHN1	8	1.3454e-01	3.4173e-01	0.963699	4
ICAM2	8	1.3491e-01	3.4239e-01	0.963699	3
ZNF181	8	1.3491e-01	3.4239e-01	0.963699	4
APOBEC3F	8	1.3494e-01	3.4244e-01	0.963699	5
C22orf28	8	1.3537e-01	3.4317e-01	0.964461	4
CCDC92	8	1.3657e-01	3.4536e-01	0.966045	3
C2orf42	8	1.3669e-01	3.4558e-01	0.966045	5
KRTAP16-1	8	1.3765e-01	3.4727e-01	0.966045	3
GEMIN5	8	1.3779e-01	3.4754e-01	0.966045	4
ZFP36	8	1.3784e-01	3.4768e-01	0.966045	4
KCTD14	8	1.3809e-01	3.4809e-01	0.966045	4
LHX2	8	1.3811e-01	3.4812e-01	0.966045	1
COL4A2	8	1.3871e-01	3.4929e-01	0.966045	5
BET1	8	1.3902e-01	3.4993e-01	0.966045	3
HIC1	8	1.3908e-01	3.5006e-01	0.966045	2
CDCA4	8	1.3938e-01	3.5062e-01	0.966045	4
NonTargetingControlGuideForHuman_0114	1	1.3943e-01	1.4010e-01	0.938657	1
CX3CR1	8	1.3945e-01	3.5074e-01	0.966045	4
GMPR	8	1.3948e-01	3.5082e-01	0.966045	4
NonTargetingControlGuideForHuman_0072	1	1.3995e-01	1.4053e-01	0.938657	1
FRMD3	8	1.4019e-01	3.5206e-01	0.966045	4
KBTBD7	8	1.4030e-01	3.5230e-01	0.966045	5
TREX1	8	1.4039e-01	3.5246e-01	0.966045	3
EDNRB	8	1.4057e-01	3.5282e-01	0.966045	5
PCBP3	8	1.4059e-01	3.5286e-01	0.966045	4
HESX1	8	1.4081e-01	3.5328e-01	0.966045	3
RMI2	8	1.4155e-01	3.5464e-01	0.966045	3
IL15RA	8	1.4197e-01	3.5540e-01	0.966045	4
LRG1	8	1.4226e-01	3.5585e-01	0.966045	5
PDGFB	8	1.4262e-01	3.5656e-01	0.966045	5
CRYBB3	8	1.4266e-01	3.5661e-01	0.966045	4
CA2	8	1.4311e-01	3.5735e-01	0.966045	3
DOCK4	8	1.4334e-01	3.5772e-01	0.966045	5
HEG1	8	1.4342e-01	3.5787e-01	0.966045	4
CXCL10	8	1.4357e-01	3.5818e-01	0.966045	2
VEGFA	8	1.4444e-01	3.5993e-01	0.966045	4
MMP19	8	1.4493e-01	3.6080e-01	0.966045	3
FXYD6	8	1.4497e-01	3.6088e-01	0.966045	5
SPON1	8	1.4628e-01	3.6325e-01	0.966045	4
DMXL2	8	1.4694e-01	3.6440e-01	0.966045	4
DHDH	8	1.4705e-01	3.6456e-01	0.966045	4
ZBTB6	8	1.4719e-01	3.6482e-01	0.966045	2
FOSB	8	1.4719e-01	3.6483e-01	0.966045	3
AKT1S1	8	1.4732e-01	3.6511e-01	0.966045	4
MYD88	8	1.4752e-01	3.6549e-01	0.966045	4
PLAT	8	1.4764e-01	3.6569e-01	0.966045	1
SMTNL1	6	1.4773e-01	3.3530e-01	0.963699	4
GCH1	8	1.4788e-01	3.6616e-01	0.966045	5
TMEM52B	8	1.4803e-01	3.6641e-01	0.966045	4
ARG1	8	1.4809e-01	3.6652e-01	0.966045	1
CHRM5	8	1.4834e-01	3.6696e-01	0.966045	4
TMEM187	8	1.4880e-01	3.6777e-01	0.966045	5
SMIM15	8	1.4944e-01	3.6891e-01	0.966045	3
NonTargetingControlGuideForHuman_0030	1	1.5027e-01	1.5094e-01	0.938657	1
SLC25A28	8	1.5080e-01	3.7069e-01	0.966045	4
NUP43	8	1.5113e-01	3.7116e-01	0.966045	3
OR5K2	8	1.5170e-01	3.7186e-01	0.966045	2
NCF1	8	1.5200e-01	3.7230e-01	0.966045	4
IFITM10	8	1.5203e-01	3.7235e-01	0.966045	4
PRDM11	8	1.5215e-01	3.7251e-01	0.966045	3
TLR7	8	1.5237e-01	3.7276e-01	0.966045	2
ICAM1	8	1.5240e-01	3.7281e-01	0.966045	4
TRMT5	8	1.5356e-01	3.7426e-01	0.966045	4
PRKD2	8	1.5370e-01	3.7447e-01	0.966045	4
KLF10	8	1.5388e-01	3.7470e-01	0.966045	4
BRCA2	8	1.5394e-01	3.7477e-01	0.966045	2
TINAGL1	8	1.5409e-01	3.7499e-01	0.966045	4
ZEB2	8	1.5434e-01	3.7537e-01	0.966045	4
RNASE4	8	1.5472e-01	3.7584e-01	0.966045	4
ARL5B	8	1.5484e-01	3.7604e-01	0.966045	3
TAP2	8	1.5514e-01	3.7637e-01	0.966045	4
ZFHX2	8	1.5570e-01	3.7710e-01	0.966045	3
CFH	8	1.5615e-01	3.7771e-01	0.966045	3
MMACHC	8	1.5641e-01	3.7810e-01	0.966045	3
FCGR3B	8	1.5684e-01	3.7861e-01	0.966045	4
NonTargetingControlGuideForHuman_0195	1	1.5722e-01	1.5751e-01	0.938657	1
ZNF384	8	1.5801e-01	3.8005e-01	0.966045	4
BHLHE40	8	1.5886e-01	3.8119e-01	0.966045	3
IL1RN	8	1.5904e-01	3.8141e-01	0.966045	2
CX3CL1	8	1.5908e-01	3.8147e-01	0.966045	4
CTXN1	8	1.5953e-01	3.8210e-01	0.966045	3
CACNA1G	8	1.5962e-01	3.8219e-01	0.966045	4
KCNE2	8	1.5976e-01	3.8231e-01	0.966045	3
ATL1	8	1.6005e-01	3.8277e-01	0.966045	4
PEAK1	8	1.6020e-01	3.8300e-01	0.966045	2
ELAVL4	8	1.6065e-01	3.8351e-01	0.966045	2
NonTargetingControlGuideForHuman_0102	1	1.6092e-01	1.6124e-01	0.938657	1
GOSR1	8	1.6199e-01	3.8524e-01	0.966045	2
IRGM	8	1.6253e-01	3.8593e-01	0.966045	4
AZI2	8	1.6285e-01	3.8637e-01	0.966045	4
LMTK3	8	1.6288e-01	3.8639e-01	0.966045	1
ARNT2	8	1.6296e-01	3.8648e-01	0.966045	2
CXCR4	8	1.6320e-01	3.8687e-01	0.966045	3
PDPN	8	1.6376e-01	3.8764e-01	0.966045	3
MB21D2	8	1.6428e-01	3.8834e-01	0.966045	2
NonTargetingControlGuideForHuman_0082	1	1.6443e-01	1.6466e-01	0.938657	1
WARS	8	1.6503e-01	3.8927e-01	0.966045	2
PRG4	8	1.6554e-01	3.8996e-01	0.966045	3
HIST1H2BC	8	1.6578e-01	3.9028e-01	0.966045	2
ZNF285	8	1.6579e-01	3.9030e-01	0.966045	4
MARVELD2	8	1.6598e-01	3.9059e-01	0.966045	2
LMO2	8	1.6643e-01	3.9114e-01	0.966045	2
ANKRD1	8	1.6653e-01	3.9125e-01	0.966045	3
NonTargetingControlGuideForHuman_0128	1	1.6709e-01	1.6727e-01	0.938657	1
ULK4	8	1.6731e-01	3.9235e-01	0.966045	4
TLR3	8	1.6775e-01	3.9298e-01	0.966045	1
DDO	8	1.6785e-01	3.9313e-01	0.966045	4
BAZ1A	8	1.6842e-01	3.9386e-01	0.966045	2
FCGR3A	8	1.6864e-01	3.9416e-01	0.966045	3
MS4A7	8	1.6975e-01	3.9559e-01	0.966045	4
HRASLS2	8	1.6993e-01	3.9579e-01	0.966045	2
NonTargetingControlGuideForHuman_0123	1	1.6995e-01	1.7023e-01	0.938657	1
SLC2A5	8	1.7040e-01	3.9639e-01	0.966045	2
CSF3R	8	1.7092e-01	3.9700e-01	0.966045	4
RHBDL3	8	1.7119e-01	3.9744e-01	0.966045	4
KIAA0226	8	1.7199e-01	3.9853e-01	0.966045	3
CCL4L2	8	1.7217e-01	3.9875e-01	0.966045	3
CASP7	8	1.7239e-01	3.9907e-01	0.966045	2
LOC728485	8	1.7294e-01	3.9985e-01	0.966045	3
NUP160	8	1.7305e-01	4.0000e-01	0.966045	3
IFIT1B	8	1.7321e-01	4.0019e-01	0.966045	4
IRF7	8	1.7391e-01	4.0114e-01	0.966134	2
FABP3	8	1.7443e-01	4.0182e-01	0.966670	4
EML4	8	1.7568e-01	4.0341e-01	0.969302	2
HR	8	1.7639e-01	4.0427e-01	0.969302	3
IFI16	8	1.7658e-01	4.0451e-01	0.969302	2
NRN1	8	1.7700e-01	4.0508e-01	0.969302	3
NonTargetingControlGuideForHuman_0185	1	1.7709e-01	1.7741e-01	0.938657	1
FN1	8	1.7713e-01	4.0529e-01	0.969302	4
LGALS9	8	1.7743e-01	4.0568e-01	0.969302	3
MYC	8	1.7831e-01	4.0679e-01	0.969776	2
DUOXA2	8	1.7849e-01	4.0699e-01	0.969776	4
PSMB10	8	1.7868e-01	4.0726e-01	0.969776	2
NonTargetingControlGuideForHuman_0109	1	1.7949e-01	1.7957e-01	0.938657	1
HMOX1	8	1.8000e-01	4.0885e-01	0.970792	3
UBFD1	8	1.8006e-01	4.0893e-01	0.970792	2
CREB3L3	8	1.8060e-01	4.0955e-01	0.970792	3
FUCA1	8	1.8098e-01	4.1000e-01	0.970792	2
GAL3ST4	8	1.8118e-01	4.1023e-01	0.970792	3
IRG1	8	1.8137e-01	4.1050e-01	0.970792	4
HLA-G	8	1.8164e-01	4.1091e-01	0.970792	3
ADM	8	1.8224e-01	4.1171e-01	0.971590	3
MAP3K8	8	1.8267e-01	4.1225e-01	0.971755	3
NonTargetingControlGuideForHuman_0081	1	1.8274e-01	1.8264e-01	0.938657	1
ANKRD22	8	1.8311e-01	4.1281e-01	0.972008	3
C1orf61	8	1.8362e-01	4.1349e-01	0.972504	4
ANO5	8	1.8468e-01	4.1497e-01	0.973675	3
NonTargetingControlGuideForHuman_0067	1	1.8481e-01	1.8451e-01	0.938657	1
ST3GAL6	8	1.8528e-01	4.1572e-01	0.973675	2
IFNLR1	8	1.8537e-01	4.1584e-01	0.973675	3
NonTargetingControlGuideForHuman_0122	1	1.8657e-01	1.8633e-01	0.938657	1
CD163L1	8	1.8689e-01	4.1773e-01	0.973675	4
ACOT9	8	1.8702e-01	4.1790e-01	0.973675	2
PPFIA4	8	1.8715e-01	4.1808e-01	0.973675	3
PDE7B	8	1.8753e-01	4.1857e-01	0.973675	4
AMPD3	8	1.8786e-01	4.1902e-01	0.973675	4
ISOC1	8	1.8811e-01	4.1930e-01	0.973675	4
ZBTB46	8	1.8814e-01	4.1932e-01	0.973675	3
LRRC2	8	1.8875e-01	4.2007e-01	0.973675	2
NonTargetingControlGuideForHuman_0144	1	1.8877e-01	1.8862e-01	0.938657	1
ZNF257	8	1.8908e-01	4.2056e-01	0.973675	3
PI4K2B	8	1.8918e-01	4.2065e-01	0.973675	3
HSPA1L	8	1.8929e-01	4.2079e-01	0.973675	4
TRIM34	8	1.8940e-01	4.2092e-01	0.973675	4
HIST1H2AC	8	1.9177e-01	4.2397e-01	0.977106	3
CYP27A1	8	1.9220e-01	4.2447e-01	0.977106	2
ZNF225	8	1.9277e-01	4.2516e-01	0.977106	2
GEN1	8	1.9306e-01	4.2550e-01	0.977106	3
RARRES3	8	1.9327e-01	4.2578e-01	0.977106	4
LOC100506388	8	1.9392e-01	4.2669e-01	0.977106	2
ST6GALNAC1	8	1.9416e-01	4.2698e-01	0.977106	3
DDX60L	8	1.9430e-01	4.2715e-01	0.977106	3
NFIX	8	1.9433e-01	4.2718e-01	0.977106	4
PRSS35	8	1.9486e-01	4.2784e-01	0.977106	3
NonTargetingControlGuideForHuman_0085	1	1.9501e-01	1.9465e-01	0.938657	1
ENTPD7	8	1.9504e-01	4.2809e-01	0.977106	4
OR52N4	8	1.9557e-01	4.2873e-01	0.977106	3
NonTargetingControlGuideForHuman_0108	1	1.9579e-01	1.9538e-01	0.938657	1
GPR126	8	1.9607e-01	4.2939e-01	0.977106	3
APOL3	8	1.9650e-01	4.3005e-01	0.977106	3
RASAL1	8	1.9656e-01	4.3014e-01	0.977106	4
CD86	8	1.9669e-01	4.3030e-01	0.977106	4
KIAA1211L	8	1.9764e-01	4.3155e-01	0.978902	4
MT1M	8	1.9800e-01	4.3202e-01	0.978903	4
NTNG2	8	1.9871e-01	4.3298e-01	0.980022	4
NonTargetingControlGuideForHuman_0100	1	1.9890e-01	1.9850e-01	0.938657	1
DEFA1	8	1.9931e-01	4.3374e-01	0.980203	4
PLA1A	8	1.9950e-01	4.3399e-01	0.980203	3
NonTargetingControlGuideForHuman_0004	1	2.0092e-01	2.0056e-01	0.938657	1
NonTargetingControlGuideForHuman_0189	1	2.0169e-01	2.0140e-01	0.938657	1
PEX12	8	2.0238e-01	4.3738e-01	0.984235	3
C21orf91	8	2.0249e-01	4.3754e-01	0.984235	3
NCS1	8	2.0291e-01	4.3803e-01	0.984235	4
NonTargetingControlGuideForHuman_0062	1	2.0299e-01	2.0274e-01	0.938657	1
LIF	8	2.0334e-01	4.3853e-01	0.984235	3
KIAA0907	8	2.0338e-01	4.3858e-01	0.984235	3
NonTargetingControlGuideForHuman_0032	1	2.0364e-01	2.0336e-01	0.938657	1
